pack_item_id,item_title,item_type,source_path,sha256,registered,register_status,claims_served,ship_flag,hold_reason,render_currency,caption_exists,notes
(unlisted) AUD1-0442,,raster,Output/rasters/task_J/diff_pp_1999_8058.tif,176d1c6f7279f4b72941189733debd46ddc888a5773ef9b7e0a5033b9b612863,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0443,,raster,Output/rasters/task_J/diff_pp_2004_28355.tif,75da1f38530f8b4c407d9e4b06bc5f0e78941b8cb0b3923c3bcdc97799e87b4c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0444,,raster,Output/rasters/task_J/diff_pp_2004_8058.tif,edcd26f8879134f49a7acdffbacc34c0db2a40ae2097a386d9529f3db2ee9002,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0445,,raster,Output/rasters/task_J/diff_pp_2009_28355.tif,2e0bf37cf304ad75c0ac2aaba54823dd8892d56494d518c5afd2ae796dca1717,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0446,,raster,Output/rasters/task_J/diff_pp_2009_8058.tif,99be1271d5d2ef6518d909ec90c2cca6c850da7f42f629c4cca5337ca0653ee4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0447,,raster,Output/rasters/task_J/diff_pp_2014_28355.tif,709934d2c4bdf89c874fb149d52c2811d38d6fcbafaef592c28e4fdf48d53dda,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0448,,raster,Output/rasters/task_J/diff_pp_2014_8058.tif,965d57dbe7ec3186977f727529bdde2bbeb2e9be329bf3c8b56d44c8cf4ba7e2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0449,,raster,Output/rasters/task_J/diff_pp_2018_28355.tif,6993fceabc3f78c9dd49889eda013ac5990ace31497604cb6728dd6cf95e4b4a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0450,,raster,Output/rasters/task_J/diff_pp_2018_8058.tif,9df03ca7165f23d4cf6e07ed8b0ea7fa356ef7f7f859bd109d3ebe33bc8af671,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0472,,raster,Output/rasters/veg_annual_8058/census_veg_wet_response_r_meanseason_8058.tif,d89e279b70b77eee0a1cdc5ff144ccbb617e2d9b79cbcdda799c55cc540b86dc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0473,,raster,Output/rasters/veg_annual_8058/total_veg_annual_jja_son_8058.tif,715e2d1a20dce0da85692d66ee8dc8c3b607015302b799e997fd77ea18b96bdb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0474,,raster,Output/rasters/veg_annual_8058/total_veg_annual_mean_8058.tif,d76b0c556fc534b0264e721d594510c446507aa06ca99817270799551ba9ca8a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0475,,raster,Output/rasters/veg_duration_8058/veg_persistence_duration_8058.tif,a0ec584ee0d40005532ecb4c10c496f64e248c7cf1a2d15cde56e88e19641467,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0476,,raster,Output/rasters/veg_percentiles_8058/total_veg_p05_8058.tif,e0d8ab54c988b03451aca5e647a5aaef1f43e9d3642eb32d5360dd51085e9058,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0477,,raster,Output/rasters/veg_percentiles_8058/total_veg_p10_8058.tif,be68a74e1846f4d3392e3cb42cb1849fdf017f6238acc885eeff8d0600749904,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0478,,raster,Output/rasters/veg_percentiles_8058/total_veg_p20_8058.tif,a94504958778043714b223565f494204a46a840edd2a8a9f0d02b4149df070ef,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0479,,raster,Output/rasters/veg_percentiles_8058/total_veg_p30_8058.tif,54f126a90dd6613b740ca7fe68ebcea982f7bb75f09d11afc1000c26e18522aa,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0480,,raster,Output/rasters/veg_percentiles_8058/total_veg_p50_8058.tif,0bce8ae9992f50e13b1222308f22624ba165a3a6ab0d09792c9d8acef1c32223,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0481,,raster,Output/rasters/veg_regime_class_8058.tif,ff079f2f710cd50a6db67d90eed72e4fd836f98156d9b382953a758610912000,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0482,,other,Output/reports/MER/decks/Gayini_MER_analysis_review_deck.pptx,cf3a62888242ade27eaacfe71777778eae34f4847a9060ca64ec35abaf659c9d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0483,,document,Output/reports/MER/flow_mer_repo_comparison_and_raster_plan_20260627.md,18681de8c855d503a0c9920e1a4d4263cd56411902d72b49ed88ad0469929aca,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0484,,document,Output/reports/MER/handoffs/task_10_mer_raster_census_and_smoke_test_handoff.md,064e56942d681068cb26fc80addd829ec124ae0a4797d4dc0029ee4d176965a8,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0485,,document,Output/reports/MER/handoffs/task_12_mer_annual_max_raster_build_handoff.md,0d5ad142e230b27ba1c41c4fe3e52aa72b6cffd0fb362dbf03e3df73ffb9cd5f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0486,,document,Output/reports/MER/handoffs/task_9_mer_package_handoff.md,01ca9fef2f86e1579a1a0ee7c1ddff2cb4e080a3a9c5078035f1c50af675be4a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0487,,document,Output/reports/MER/mer_raster_grid_alignment_policy.md,1cd3229d6198b822bf6e9ecec4b654a4464e48a21b7999e2bc08b8037abbeda9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0488,,document,Output/reports/MER/methods_notes/Gayini_MER_raster_methods_note.md,d122a878ac5762ea95c2bc3008070834d2b7899f1277256b8ff8cf790c6912b2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0489,,document,Output/reports/MER/workbooks/Gayini_MER_analysis_workbook.xlsx,3e287946e5518f7b4d27b9abd5be19cf4c209ebcacc905d3d83f48ab90622201,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0490,,document,Output/reports/README_reports.md,3542c151443d97b3a516965e8126cf65a8835f59467c7f94d19d8380fc83da5d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0491,,document,Output/reports/code_and_repo_audits/code_refresh/stage1_code_refresh_handoff.md,09f95e08b474a36cc0c576ed26a8a7c5f6f3db882b3357127c24587bc344a279,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0492,,document,Output/reports/code_and_repo_audits/code_refresh/stage1_git_status_report.md,0f2978b96b9321b94369e658c840d5dd34cfae57ed1a200a70fb9ab37e6a38e6,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0493,,document,Output/reports/code_and_repo_audits/code_refresh/stage1_github_push_report.md,99827ca5dce64908dcd526d603d4c96676136da34fb1e3654041bfc1dbe0df4d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0494,,document,Output/reports/code_and_repo_audits/code_refresh/stage2_code_refresh_handoff.md,d67257c825a18b28a6a4b121520a34e8e908e921949e2e850d5c5360b7cc342a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0495,,document,Output/reports/code_and_repo_audits/code_refresh/stage2_git_status_report.md,64046ff48adb64e18b12a99b69a8d3da6da97463f600c95b1125b71b82c23c31,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0496,,document,Output/reports/code_and_repo_audits/code_refresh/stage2_github_push_report.md,20e35678cc1047929c959aef14dbd1b9c75a82a9f46a3bdcb223b81b70c159de,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0497,,document,Output/reports/code_and_repo_audits/code_refresh/stage3_code_refresh_handoff.md,b185ba6e47da29cf17a599d705c08afeb33f3ea04b98bcccca4b42cba0e3a26f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0498,,document,Output/reports/code_and_repo_audits/code_refresh/stage3_git_status_report.md,e062365ce00f993584fbb51e51956330e262c38ba08622b2372db9c2de8663ba,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0499,,document,Output/reports/code_and_repo_audits/code_refresh/stage3_github_push_report.md,abd26e21e50dcf3f2a255be36d596631266a267c73e499208c8f583651e32342,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0500,,document,Output/reports/code_and_repo_audits/code_refresh/stage4_git_status_report.md,78fa1b62786cfbebeb71d5de8c1efeda83c5a020987e8b301e9c9bf755411f11,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0501,,document,Output/reports/code_and_repo_audits/code_refresh/stage4_github_push_report.md,00b36d482060f1b6598c4858e6c877ee7d74e13ca799b697779b401e6f8ef986,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0502,,document,Output/reports/code_and_repo_audits/code_refresh/stage4_spine_runner_handoff.md,f73888fd401e021b312427cdc3174b7484db568c4b0f48adf7a9ad9236da9128,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0503,,document,Output/reports/code_and_repo_audits/code_refresh/stage5_git_status_report.md,c72f6a0391adc6ebe5dbf6d2704752cd33c619ca9834418066cca3a457597870,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0504,,document,Output/reports/code_and_repo_audits/output_audit/output_cleanup_dry_run_report.md,c128b742dfdf2b5a712526ae4f02157518d36cb9ede79d3574ff35e622de9f98,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0505,,document,Output/reports/code_and_repo_audits/output_audit/output_cleanup_execution_report.md,8dea319fd56ad9ade4025100b46588acb9a471c26aa0034480a6e9ee801c97d1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0506,,document,Output/reports/code_and_repo_audits/output_audit/proposed_output_structure.md,9bb6db171c3732a86992f2c627e4d3441139f6e36c7156bcc189f986e7eccf8f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0507,,document,Output/reports/code_and_repo_audits/output_audit/stage6_git_status_report.md,c137f35fc28dfbfc82f4b8a7ae42d75919d71448d2ae1babb794a49af062e586,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0508,,document,Output/reports/code_and_repo_audits/output_audit/stage6_output_audit_handoff.md,6164132b0211a8cc8ef9c0766c32d8b1bd86b1664755a62e2342807e12bdc13f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0509,,document,Output/reports/code_and_repo_audits/repo_acceptance/repo_acceptance_audit.md,0f3704a6d9e61a6b3bc2f6d069a021196b0639d1ac90722ec6772e6c303f9c14,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0510,,document,Output/reports/code_and_repo_audits/repo_acceptance/stage5_github_push_report.md,02d896e08490e19d77e0e8218d6bb15f3d81efda65047cc06bab032d0ff9e8ae,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0511,,document,Output/reports/code_and_repo_audits/repo_acceptance/stage5_repo_acceptance_handoff.md,d3168e90e799b309b51785d9199684347df0263a0f286e3a49551a04ae3bb2e1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0512,,document,Output/reports/database/Gayini_results_database_build_report.md,db83dadfdf714758579f0ea1a858431d7bf9f1645817d2d25656b56c1be8aed2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0513,,document,Output/reports/deck_update/story_and_planning/Gayini_presentation_and_workshop_plan_20260615.xlsx,efedbb2b245a8ccf5fcd56a85b349a46d208604499e498079707fcb0eae3562e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0514,,document,Output/reports/deck_update/variables_and_spine/Gayini_master_variable_and_output_register_20260615.xlsx,66fb7ac5c3aec0a9ebf819463a907c66800607c75f945194597969977a88832a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0515,,document,Output/reports/spine_smoke_test/spine_smoke_test_report.md,59e2f9968eeb74e8785a4e0098002e0e40853570c12d5d7bbce046cd707b445a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0516,,other,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,d1951e5a12d6b84f1b782d3f3d30074b4249166231a969ae42ec0b1fb06969b5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0517,,other,Output/spatial_8058/gayini_hectare_plots_epsg8058.gpkg,63dc875b6252f84b568f106d4473b4e0b5e6f2d88c55d5de3e71d944c788ab70,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0518,,other,Output/spatial_8058/management_zones_epsg8058.gpkg,e7a3b436cb96936a09e674f2feaa9e6862c4a36cfb5bed4e6ad7aba6080c5225,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0519,,other,Output/spatial_8058/vegetation_communities_epsg8058.gpkg,7a3ec88e4c2190b4340a7d5ee65251868b378352e8026bb7395a54fa7e455136,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0520,,table,Output/tables/taskM_gateD_p05_ge80_contiguity.csv,894cdacfadbeb966b8d3e5badc4c828bc178e67cda89aabea6dff0ab806049bc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0521,,table,Output/tables/taskM_gateD_veg_p05_distribution.csv,ef690e82ddf3abf1c80a92ab2e54674b5156d75d31ac8f7dffa5b6adae686bd6,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0522,,table,Output/tables/taskM_green_at_floor_area.csv,2e5a8b7f3c2f2a7f7000d1e56c6cfaa631560370de4b9f36842645eac905168a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0523,,table,Output/tables/task_J_gate2_2018_assertions.csv,5aa0c3d5b252a9a63f64f680bf2bd6f32ebfd8a6501eca438e8b7aa26782218e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0524,,table,Output/tables/task_J_gate2_2018_by_community.csv,bbd06eb362a37f2b392bc05dc870bb1ac39004e6b8bb82c493b1edee8fc4c10c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0525,,table,Output/tables/task_J_gate2_2018_summary.csv,c30e0d0f55528b871d9e2bbaf412969f77634acc815753a4b4ff18220710921e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0526,,table,Output/tables/task_J_gate3_J_T1.csv,2f6b68f3725f813949c7e423de55cee402cccad9fa77ec2775976c023909888a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0527,,table,Output/tables/task_J_gate3_assertions.csv,620fdba0470d59248ef65f3bae4885daaac3f92c2b7a125d664f23e16b8ee8c6,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0528,,table,Output/tables/task_J_gate3_shape_vs_reference.csv,5ede13b25eb9127a71fe20557f901d33f5a27795f397a94fd7ddb11f68a3f664,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0529,,table,Output/tables/task_J_gate4_heteroscedasticity.csv,783ccb719f7507656256b95cc092a8564da46b948df8904c6684740d6d4df5a5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0530,,table,Output/tables/task_J_gate4_law_summary.csv,bfd1506d0c79543e505ea1489262a376b0862a79d5a6e42f28ebf2a7f3ee3d25,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0531,,table,Output/tables/task_J_gate4_raster_assertions.csv,d2de4568efcd06fafb59149d5639a6754c728a3aea0fb0d77c5f90a1d65722e5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0532,,table,Output/tables/task_J_gate4_residual_ranking.csv,5d9fb31285a29a9bcde90203527055a41a62ce852bb035bb3181dff53814cddc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
