patch_id,n_cells,veg_p05_temporal_mean,veg_p05_within_sd,veg_p50_temporal_mean,n_cells_missing_p05,mean_share_cells_wet,community,community_short,area_ha,n_years_ge30_valid,meets_support_rule,meets_bare_33_cells,meets_500_cells,size_matched,support_level,unit,unit_construction,land_use_label,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,y_metric,min_cells_filter
U0193,1,45.41843,,79.03454,0,34.285713,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0194,1,84.41654,,90.4088,0,40.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0195,1,69.81886,,83.95685,0,17.142857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0196,1,84.81016,,90.0,0,37.142857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0197,3,62.76871,0.31667936,81.95956,0,24.761904,Inland Floodplain Shrublands / Swamps,inland,0.18705428519754724,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0198,1,84.9939,,90.95546,0,42.857143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0199,1,82.062996,,89.22453,0,48.57143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0200,1,82.52088,,90.29108,0,48.57143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0201,5,76.57249,2.340365,87.939896,0,68.0,Inland Floodplain Shrublands / Swamps,inland,0.31175714199591203,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0202,7,25.947739,1.0163875,39.698494,0,3.2653062,Inland Floodplain Shrublands / Swamps,inland,0.4364599987942769,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0203,1,82.597824,,89.83553,0,51.42857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0204,2,82.13314,0.4972276,89.473755,0,47.14286,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0205,1001,48.60634,13.57283,80.73453,0,27.489653,Inland Floodplain Shrublands / Swamps,inland,62.41377982758159,35,1,1,1,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
